work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2022,mi,FT,machine learning developer,100000,CAD,78791,ca,100,ca,M
2022,ex,FT,director of data science,250000,CAD,196979,ca,50,ca,L
2022,mi,FT,machine learning engineer,120000,USD,120000,us,100,us,S
2022,en,FT,computer vision engineer,125000,USD,125000,us,0,us,M
2022,mi,FT,nlp engineer,240000,CNY,37236,us,50,us,L
2022,se,FT,data engineer,105000,USD,105000,us,100,us,M
2022,se,FT,lead machine learning engineer,80000,EUR,87932,de,0,de,M
2022,mi,FT,business data analyst,1400000,INR,18442,in,100,in,M
2022,mi,FT,data scientist,2400000,INR,31615,in,100,in,L
2022,mi,FT,machine learning infrastructure engineer,53000,EUR,58255,pt,50,pt,L
2022,en,FT,financial data analyst,100000,USD,100000,us,50,us,L
2022,mi,PT,data engineer,50000,EUR,54957,de,50,de,L
2022,en,FT,data scientist,1400000,INR,18442,in,100,in,M
2022,se,FT,principal data scientist,148000,EUR,162674,de,100,de,M
2022,en,FT,data engineer,120000,USD,120000,us,100,us,M
2022,se,FT,research scientist,144000,USD,144000,us,50,us,L
2022,se,FT,data scientist,104890,USD,104890,us,100,us,M
2022,se,FT,data engineer,100000,USD,100000,us,100,us,M
2022,se,FT,data scientist,140000,USD,140000,us,100,us,M
2022,mi,FT,data analyst,135000,USD,135000,us,100,us,M
2022,mi,FT,data analyst,50000,USD,50000,us,100,us,M
2022,se,FT,data scientist,220000,USD,220000,us,100,us,M
2022,mi,FT,data scientist,140000,GBP,183228,gb,0,gb,M
2022,mi,FT,data scientist,70000,GBP,91614,gb,0,gb,M
2022,se,FT,data scientist,185100,USD,185100,us,100,us,M
2022,se,FT,machine learning engineer,220000,USD,220000,us,100,us,M
2022,mi,FT,data scientist,200000,USD,200000,us,100,us,M
2022,mi,FT,data scientist,120000,USD,120000,us,100,us,M
2022,se,FT,machine learning engineer,120000,USD,120000,ae,100,ae,S
2022,se,FT,machine learning engineer,65000,USD,65000,ae,100,ae,S
2022,ex,FT,data engineer,324000,USD,324000,us,100,us,M
2022,ex,FT,data engineer,216000,USD,216000,us,100,us,M
2022,se,FT,data engineer,210000,USD,210000,us,100,us,M
2022,se,FT,machine learning engineer,120000,USD,120000,us,100,us,M
2022,se,FT,data scientist,230000,USD,230000,us,100,us,M
2022,en,PT,data scientist,100000,USD,100000,dz,50,dz,M
2022,mi,FL,data scientist,100000,USD,100000,ca,100,us,M
2022,en,CT,applied machine learning scientist,29000,EUR,31875,tn,100,cz,M
2022,se,FT,head of data,200000,USD,200000,my,100,us,M
2022,mi,FT,principal data analyst,75000,USD,75000,ca,100,ca,S
2022,mi,FT,data scientist,150000,PLN,35590,pl,100,pl,L
2022,se,FT,machine learning developer,100000,CAD,78791,ca,100,ca,M
2022,se,FT,data scientist,100000,USD,100000,br,100,us,M
2022,mi,FT,machine learning scientist,153000,USD,153000,us,50,us,M
2022,en,FT,data engineer,52800,EUR,58035,pk,100,de,M
2022,se,FT,data scientist,165000,USD,165000,us,100,us,M
2022,se,FT,research scientist,85000,EUR,93427,fr,50,fr,L
2022,en,FT,data scientist,66500,CAD,52396,ca,100,ca,L
2022,se,FT,machine learning engineer,57000,EUR,62651,nl,100,nl,L
2022,mi,FT,head of data,30000,EUR,32974,ee,100,ee,S
2022,en,FT,data scientist,40000,USD,40000,jp,100,my,L
2022,mi,FT,machine learning engineer,121000,AUD,87425,au,100,au,L
2022,se,FT,data engineer,115000,USD,115000,us,100,us,M
2022,en,FT,data scientist,120000,AUD,86703,au,50,au,M
2022,mi,FT,applied machine learning scientist,75000,USD,75000,bo,100,us,L
2022,mi,FT,research scientist,59000,EUR,64849,at,0,at,L
2022,en,FT,research scientist,120000,USD,120000,us,100,us,L
2022,mi,FT,applied data scientist,157000,USD,157000,us,100,us,L
2022,en,FT,computer vision software engineer,150000,USD,150000,au,100,au,S
2022,mi,FT,business data analyst,90000,CAD,70912,ca,50,ca,L
2022,en,FT,data engineer,65000,USD,65000,us,100,us,S
2022,se,FT,machine learning engineer,65000,EUR,71444,ie,100,ie,S
2022,en,FT,data analytics engineer,20000,USD,20000,pk,0,pk,M
2022,mi,FT,data scientist,48000,USD,48000,ru,100,us,S
2022,se,FT,data science manager,152500,USD,152500,us,100,us,M
2022,mi,FT,data engineer,62000,EUR,68147,fr,100,fr,M
2022,mi,FT,data scientist,115000,CHF,122346,ch,0,ch,L
2022,se,FT,applied data scientist,380000,USD,380000,us,100,us,L
2022,mi,FT,data scientist,88000,CAD,69336,ca,100,ca,M
2022,en,FT,computer vision engineer,10000,USD,10000,pt,100,lu,M
2022,mi,FT,data analyst,20000,USD,20000,gr,100,gr,S
2022,se,FT,data analytics lead,405000,USD,405000,us,100,us,L
2022,mi,FT,data scientist,135000,USD,135000,us,100,us,L
2022,se,FT,applied data scientist,177000,USD,177000,us,100,us,L
2022,mi,FT,data scientist,78000,USD,78000,us,100,us,M
2022,se,FT,data analyst,100000,USD,100000,us,100,us,M
2022,mi,FT,data analyst,85000,USD,85000,ca,0,ca,M
2022,mi,FT,data analyst,75000,USD,75000,ca,0,ca,M
2022,se,FT,machine learning engineer,214000,USD,214000,us,100,us,M
2022,se,FT,machine learning engineer,192600,USD,192600,us,100,us,M
2022,se,FT,data architect,266400,USD,266400,us,100,us,M
2022,se,FT,data architect,213120,USD,213120,us,100,us,M
2022,mi,FT,data scientist,141300,USD,141300,us,0,us,M
2022,mi,FT,data scientist,102100,USD,102100,us,0,us,M
2022,se,FT,data analyst,115934,USD,115934,us,100,us,M
2022,se,FT,data analyst,81666,USD,81666,us,100,us,M
2022,mi,FT,data engineer,206699,USD,206699,us,0,us,M
2022,mi,FT,data engineer,99100,USD,99100,us,0,us,M
2022,se,FT,data engineer,130000,USD,130000,us,100,us,M
2022,se,FT,data engineer,110500,USD,110500,us,100,us,M
2022,se,FT,data analyst,99050,USD,99050,us,100,us,M
2022,se,FT,data engineer,160000,USD,160000,us,100,us,M
2022,se,FT,data scientist,205300,USD,205300,us,0,us,L
2022,se,FT,data scientist,176000,USD,176000,us,100,us,M
2022,se,FT,data scientist,144000,USD,144000,us,100,us,M
2022,se,FT,data engineer,200100,USD,200100,us,100,us,M
2022,se,FT,data engineer,145000,USD,145000,us,100,us,M
2022,se,FT,data engineer,70500,USD,70500,us,0,us,M
2022,se,FT,data scientist,205300,USD,205300,us,0,us,M
2022,se,FT,data scientist,140400,USD,140400,us,0,us,M
2022,se,FT,analytics engineer,205300,USD,205300,us,0,us,M
2022,se,FT,analytics engineer,184700,USD,184700,us,0,us,M
2022,se,FT,data engineer,175100,USD,175100,us,100,us,M
2022,se,FT,data engineer,140250,USD,140250,us,100,us,M
2022,se,FT,data analyst,116150,USD,116150,us,100,us,M
2022,se,FT,data engineer,54000,USD,54000,us,0,us,M
2022,mi,FT,data analyst,50000,GBP,65438,gb,0,gb,M
2022,se,FT,data analyst,80000,USD,80000,us,100,us,M
2022,se,FT,data scientist,210000,USD,210000,us,100,us,M
2022,se,FT,data analyst,69000,USD,69000,us,100,us,M
2022,se,FT,data analyst,150075,USD,150075,us,100,us,M
2022,se,FT,data engineer,25000,USD,25000,us,100,us,M
2022,se,FT,data analyst,126500,USD,126500,us,100,us,M
2022,se,FT,data analyst,106260,USD,106260,us,100,us,M
2022,se,FT,data engineer,220110,USD,220110,us,100,us,M
2022,se,FT,data engineer,160080,USD,160080,us,100,us,M
2022,se,FT,data analyst,105000,USD,105000,us,100,us,M
2022,se,FT,data analyst,110925,USD,110925,us,100,us,M
2022,mi,FT,data analyst,35000,GBP,45807,gb,0,gb,M
2022,se,FT,data analyst,60000,USD,60000,us,100,us,M
2022,se,FT,data architect,192564,USD,192564,us,100,us,M
2022,se,FT,data architect,144854,USD,144854,us,100,us,M
2022,se,FT,data scientist,150000,USD,150000,us,100,us,M
2022,se,FT,data analytics manager,150260,USD,150260,us,100,us,M
2022,se,FT,data analytics manager,109280,USD,109280,us,100,us,M
2022,mi,FT,data scientist,160000,USD,160000,us,100,us,M
2022,mi,FT,data scientist,130000,USD,130000,us,100,us,M
2022,en,FT,data analyst,67000,USD,67000,ca,0,ca,M
2022,en,FT,data analyst,52000,USD,52000,ca,0,ca,M
2022,se,FT,data engineer,154000,USD,154000,us,100,us,M
2022,se,FT,data engineer,126000,USD,126000,us,100,us,M
2022,se,FT,data analyst,129000,USD,129000,us,0,us,M
2022,se,FT,data analyst,150000,USD,150000,us,100,us,M
2022,mi,FT,ai scientist,200000,USD,200000,in,100,us,L
